pulse1,pulse2,timestamp,syncpulse,state,trialtype,trialstarttime,bpod_time_ms,lickframe
0,0,17:52:59.8749056,None,None,None,,,0
0,0,17:52:59.9082368,None,None,None,,,0
0,0,17:52:59.9421952,None,None,None,,,0
0,0,17:52:59.9749120,None,None,None,,,0
0,0,17:53:00.0082688,None,None,None,,,0
0,0,17:53:00.0416000,None,None,None,,,0
0,0,17:53:00.0749184,None,None,None,,,0
0,0,17:53:00.1082752,None,None,None,,,0
0,0,17:53:00.1421312,None,None,None,,,0
0,0,17:53:00.1749632,None,None,None,,,0
0,0,17:53:00.2082816,None,None,None,,,0
0,0,17:53:00.2416000,None,None,None,,,0
0,0,17:53:00.2749312,None,None,None,,,0
0,0,17:53:00.3082624,None,None,None,,,0
0,0,17:53:00.3416448,None,None,None,,,0
0,0,17:53:00.3749504,None,None,None,,,0
0,0,17:53:00.4083072,None,None,None,,,0
0,0,17:53:00.4416640,None,None,None,,,0
0,0,17:53:00.4755712,None,None,None,,,0
0,0,17:53:00.5094400,None,None,None,,,0
0,0,17:53:00.5421056,None,None,None,,,0
0,0,17:53:00.5753344,None,None,None,,,0
0,0,17:53:00.6086400,None,None,None,,,0
0,0,17:53:00.6429696,None,None,None,,,0
0,0,17:53:00.6753408,None,None,None,,,0
0,0,17:53:00.7083520,None,None,None,,,0
0,0,17:53:00.7419648,None,None,None,,,0
0,0,17:53:00.7755136,None,None,None,,,0
0,0,17:53:00.8083712,None,None,None,,,0
0,0,17:53:00.8419968,None,None,None,,,0
0,0,17:53:00.8752640,None,None,None,,,0
0,0,17:53:00.9086976,None,None,None,,,0
0,0,17:53:00.9417216,None,None,None,,,0
0,0,17:53:00.9756544,None,None,None,,,0
0,0,17:53:01.0087168,None,None,None,,,0
0,0,17:53:01.0417408,None,None,None,,,0
0,0,17:53:01.0750720,None,None,None,,,0
0,0,17:53:01.1089536,None,None,None,,,0
0,0,17:53:01.1417472,None,None,None,,,0
0,0,17:53:01.1750528,None,None,None,,,0
0,0,17:53:01.2084224,None,None,None,,,0
0,0,17:53:01.2417536,None,None,None,,,0
0,0,17:53:01.2755968,None,None,None,,,0
0,0,17:53:01.3084288,None,None,None,,,0
0,0,17:53:01.3417728,None,None,None,,,0
0,0,17:53:01.3750912,None,None,None,,,0
0,0,17:53:01.4089984,None,None,None,,,0
0,0,17:53:01.4421760,None,None,None,,,0
0,0,17:53:01.4753920,None,None,None,,,0
0,0,17:53:01.5086976,None,None,None,,,0
0,0,17:53:01.5421312,None,None,None,,,0
0,0,17:53:01.5756672,None,None,None,,,0
0,0,17:53:01.6084736,None,None,None,,,0
0,0,17:53:01.6417920,None,None,None,,,0
0,0,17:53:01.6751360,None,None,None,,,0
0,0,17:53:01.7084800,None,None,None,,,0
0,0,17:53:01.7423360,None,None,None,,,0
0,0,17:53:01.7754880,None,None,None,,,0
0,0,17:53:01.8088704,None,None,None,,,0
0,0,17:53:01.8418176,None,None,None,,,0
0,0,17:53:01.8755840,None,None,None,,,0
0,0,17:53:01.9084800,None,None,None,,,0
0,0,17:53:01.9418240,None,None,None,,,0
0,0,17:53:01.9755904,None,None,None,,,0
0,0,17:53:02.0084224,None,None,None,,,0
0,0,17:53:02.0417792,None,None,None,,,0
0,0,17:53:02.0751872,None,None,None,,,0
0,0,17:53:02.1089664,None,None,None,,,0
0,0,17:53:02.1418624,None,None,None,,,0
0,0,17:53:02.1755136,None,None,None,,,0
0,0,17:53:02.2084864,None,None,None,,,0
0,0,17:53:02.2422144,None,None,None,,,0
0,0,17:53:02.2755584,None,None,None,,,0
0,0,17:53:02.3085824,None,None,None,,,0
0,0,17:53:02.3418880,None,None,None,,,0
0,0,17:53:02.3752832,None,None,None,,,0
0,0,17:53:02.4092032,None,None,None,,,0
0,0,17:53:02.4427904,None,None,None,,,0
0,0,17:53:02.4752512,None,None,None,,,0
0,0,17:53:02.5088384,None,None,None,,,0
0,0,17:53:02.5419904,None,None,None,,,0
0,0,17:53:02.5752960,None,None,None,,,0
0,0,17:53:02.6088448,None,None,None,,,0
0,0,17:53:02.6421120,None,None,None,,,0
0,0,17:53:02.6755072,None,None,None,,,0
0,0,17:53:02.7090816,None,None,None,,,0
0,0,17:53:02.7419776,None,None,None,,,0
0,0,17:53:02.7757184,None,None,None,,,0
0,0,17:53:02.8094976,None,None,None,,,0
0,0,17:53:02.8428800,None,None,None,,,0
0,0,17:53:02.8754432,None,None,None,,,0
0,0,17:53:02.9090816,None,None,None,,,0
0,0,17:53:02.9422464,None,None,None,,,0
0,0,17:53:02.9755136,None,None,None,,,0
0,0,17:53:03.0090240,None,None,None,,,0
0,0,17:53:03.0423680,None,None,None,,,0
0,0,17:53:03.0756352,None,None,None,,,0
0,0,17:53:03.1089280,None,None,None,,,0
0,0,17:53:03.1429248,None,None,None,,,0
0,0,17:53:03.1753600,None,None,None,,,0
0,0,17:53:03.2087296,None,None,None,,,0
0,0,17:53:03.2422528,None,None,None,,,0
0,0,17:53:03.2761088,None,None,None,,,0
0,0,17:53:03.3094016,None,None,None,,,0
0,0,17:53:03.3424512,None,None,None,,,0
0,0,17:53:03.3752704,None,None,None,,,0
0,0,17:53:03.4085632,None,None,None,,,0
0,0,17:53:03.4421120,None,None,None,,,0
0,0,17:53:03.4754304,None,None,None,,,0
0,0,17:53:03.5086208,None,None,None,,,0
0,0,17:53:03.5419392,None,None,None,,,0
0,0,17:53:03.5753472,None,None,None,,,0
0,0,17:53:03.6090112,None,None,None,,,0
0,0,17:53:03.6422016,None,None,None,,,0
0,0,17:53:03.6755584,None,None,None,,,0
0,0,17:53:03.7085568,None,None,None,,,0
0,0,17:53:03.7419008,None,None,None,,,0
0,0,17:53:03.7752576,None,None,None,,,0
0,0,17:53:03.8089472,None,None,None,,,0
0,0,17:53:03.8419584,None,None,None,,,0
0,0,17:53:03.8753280,None,None,None,,,0
0,0,17:53:03.9086592,None,None,None,,,0
0,0,17:53:03.9419776,None,None,None,,,0
0,0,17:53:03.9756416,None,None,None,,,0
0,0,17:53:04.0086144,None,None,None,,,0
0,0,17:53:04.0419968,None,None,None,,,0
0,0,17:53:04.0753280,None,None,None,,,0
0,0,17:53:04.1089920,None,None,None,,,0
0,0,17:53:04.1420416,None,None,None,,,0
0,0,17:53:04.1753600,None,None,None,,,0
0,0,17:53:04.2087168,None,None,None,,,0
0,0,17:53:04.2420224,None,None,None,,,0
0,0,17:53:04.2753536,None,None,None,,,0
0,0,17:53:04.3089792,None,None,None,,,0
0,0,17:53:04.3420416,None,None,None,,,0
0,0,17:53:04.3754112,None,None,None,,,0
0,0,17:53:04.4087040,None,None,None,,,0
0,0,17:53:04.4423680,None,None,None,,,0
0,0,17:53:04.4753920,None,None,None,,,0
0,0,17:53:04.5087616,None,None,None,,,0
0,0,17:53:04.5420544,None,None,None,,,0
0,0,17:53:04.5753344,None,None,None,,,0
0,0,17:53:04.6090496,None,None,None,,,0
0,0,17:53:04.6420608,None,None,None,,,0
0,0,17:53:04.6753664,None,None,None,,,0
0,0,17:53:04.7087744,None,None,None,,,0
0,0,17:53:04.7424512,None,None,None,,,0
0,0,17:53:04.7757824,None,None,None,,,0
0,0,17:53:04.8090112,None,None,None,,,0
0,0,17:53:04.8421504,None,None,None,,,0
0,0,17:53:04.8754432,None,None,None,,,0
0,0,17:53:04.9087872,None,None,None,,,0
0,0,17:53:04.9424768,None,None,None,,,0
0,0,17:53:04.9754880,None,None,None,,,0
0,0,17:53:05.0087936,None,None,None,,,0
0,0,17:53:05.0420736,None,None,None,,,0
0,0,17:53:05.0755072,None,None,None,,,0
0,0,17:53:05.1091712,None,None,None,,,0
0,0,17:53:05.1421568,None,None,None,,,0
0,0,17:53:05.1754752,None,None,None,,,0
0,0,17:53:05.2087808,None,None,None,,,0
0,0,17:53:05.2423808,None,None,None,,,0
0,0,17:53:05.2754688,None,None,None,,,0
0,0,17:53:05.3087488,None,None,None,,,0
0,0,17:53:05.3421568,None,None,None,,,0
0,0,17:53:05.3755136,None,None,None,,,0
0,0,17:53:05.4088832,None,None,None,,,0
0,0,17:53:05.4424576,None,None,None,,,0
0,0,17:53:05.4755328,None,None,None,,,0
0,0,17:53:05.5088000,None,None,None,,,0
0,0,17:53:05.5422080,None,None,None,,,0
0,0,17:53:05.5758592,None,None,None,,,0
0,0,17:53:05.6088960,None,None,None,,,0
0,0,17:53:05.6422400,None,None,None,,,0
0,0,17:53:05.6755712,None,None,None,,,0
0,0,17:53:05.7088128,None,None,None,,,0
0,0,17:53:05.7424128,None,None,None,,,0
0,0,17:53:05.7755904,None,None,None,,,0
0,0,17:53:05.8088832,None,None,None,,,0
0,0,17:53:05.8422400,None,None,None,,,0
0,0,17:53:05.8759296,None,None,None,,,0
0,0,17:53:05.9091968,None,None,None,,,0
0,0,17:53:05.9425664,None,None,None,,,0
0,0,17:53:05.9755904,None,None,None,,,0
0,0,17:53:06.0089216,None,None,None,,,0
0,0,17:53:06.0422784,None,None,None,,,0
0,0,17:53:06.0759552,None,None,None,,,0
0,0,17:53:06.1090048,None,None,None,,,0
0,0,17:53:06.1422592,None,None,None,,,0
0,0,17:53:06.1755648,None,None,None,,,0
0,0,17:53:06.2089600,None,None,None,,,0
0,0,17:53:06.2426240,None,None,None,,,0
0,0,17:53:06.2756096,None,None,None,,,0
0,0,17:53:06.3089664,None,None,None,,,0
0,0,17:53:06.3423104,None,None,None,,,0
0,0,17:53:06.3759488,None,None,None,,,0
0,0,17:53:06.4089856,None,None,None,,,0
0,0,17:53:06.4423296,None,None,None,,,0
0,0,17:53:06.4756992,None,None,None,,,0
0,0,17:53:06.5090304,None,None,None,,,0
0,0,17:53:06.5423360,None,None,None,,,0
0,0,17:53:06.5760256,None,None,None,,,0
0,0,17:53:06.6095104,None,None,None,,,0
0,0,17:53:06.6429568,None,None,None,,,0
0,0,17:53:06.6761728,None,None,None,,,0
0,0,17:53:06.7103616,None,None,None,,,0
0,0,17:53:06.7425024,None,None,None,,,0
0,0,17:53:06.7758848,None,None,None,,,0
0,0,17:53:06.8092160,None,None,None,,,0
0,0,17:53:06.8425216,None,None,None,,,0
0,0,17:53:06.8758656,None,None,None,,,0
0,0,17:53:06.9091712,None,None,None,,,0
0,0,17:53:06.9425280,None,None,None,,,0
0,0,17:53:06.9764608,None,None,None,,,0
0,0,17:53:07.0095872,None,None,None,,,0
0,0,17:53:07.0429824,None,None,None,,,0
0,0,17:53:07.0758784,None,None,None,,,0
